case_name,method,dataset,shots,seed,split,class_id,count,PM_logits_acc,MC_logits_MI,PM_logits_conf,PM_rep_acc,MC_rep_MI,PM_rep_conf,PM_fusion_acc,MC_fusion_MI,PM_fusion_conf
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,2,239,1.0,-1.479010389938514e-08,0.9939867440127927,1.0,-1.69738653704337e-08,0.9984163671856645,1.0,-1.9199273326905702e-08,0.9985586808815162
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,3,16,1.0,-1.115677150664851e-08,0.9996991604566574,1.0,-1.862701992649818e-08,0.9999935179948807,1.0,-1.863281795522198e-08,0.9999434724450111
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,4,240,1.0,-1.594889909029007e-08,0.9811392933130264,0.9916666666666667,-1.468943082727492e-08,0.9836370889097452,1.0,-1.2186743939916293e-08,0.9896820166458686
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,5,13,0.7692307692307693,-1.8195490925931015e-08,0.8307468432646531,0.9230769230769231,-1.8340034994952685e-08,0.8752435537484976,0.9230769230769231,-9.169945350060097e-09,0.8719388040212485
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,6,13,1.0,-2.3784545751718376e-08,0.9497488553707416,1.0,-2.750661783815863e-08,0.9926447593248807,1.0,-2.2575617409669437e-08,0.9852791245167072
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,7,14,1.0,-8.45882043774639e-09,0.9974307247570583,1.0,-1.7113052308559418e-08,0.9990343962396894,1.0,-2.136065242146807e-08,0.9993192085197994
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,8,16,0.9375,-3.743366505659651e-09,0.9550713300704956,0.9375,-2.2337871996569447e-08,0.9839805066585541,0.9375,-2.7967018922936404e-08,0.9658187031745911
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,9,14,0.8571428571428571,-4.6300036566598076e-08,0.8855789537940707,0.6428571428571429,-3.835053316184453e-08,0.903250013078962,0.8571428571428571,-2.021468909723418e-08,0.8716339426381248
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,10,10,0.8,-1.5978002920746803e-08,0.9747243285179138,0.9,-2.3861866793595256e-08,0.9516023218631744,0.9,-3.576569724828005e-08,0.9766026198863983
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,11,38,1.0,-1.2650975565377034e-08,0.9992329886085108,1.0,-1.1378227483012444e-08,0.9988790342682287,1.0,-6.22965576200697e-09,0.9997979528025577
MMRL_caltech101_16shot_seed1,MMRL,caltech101,16,1,test,12,29,1.0,-2.6624986966108453e-08,0.9946674252378529,1.0,-1.8493477094533114e-08,0.9998116246585188,1.0,-6.048077043017437e-09,0.9994787573814392
